from,to,weight
rage,trust,0.3333333333333333
rage,fear,2.8181818181818183
rage,surprise,2.875
rage,sadness,3.6666666666666665
rage,disgust,4.2
rage,anger,6.833333333333333
rage,anticipation,0.8181818181818182
rage,ecstasy,0.6666666666666666
rage,serenity,0.4444444444444444
rage,admiration,1.6363636363636365
rage,acceptance,0.8333333333333334
rage,terror,3.0
rage,apprehension,1.3333333333333333
rage,amazement,2.0
rage,distraction,4.0
rage,grief,2.9411764705882355
rage,pensiveness,1.5454545454545454
rage,loathing,4.714285714285714
rage,boredom,1.0
rage,annoyance,5.285714285714286
rage,vigilance,2.4615384615384617
rage,interest,0.8333333333333334
rage,optimism,0.4
rage,hope,0.5
rage,anxiety,2.1666666666666665
rage,love,0.2857142857142857
rage,guilt,3.1
rage,delight,0.5384615384615384
rage,submission,0.9166666666666666
rage,curiosity,0.625
rage,sentimentality,2.4285714285714284
rage,awe,1.0
rage,despair,3.0
rage,shame,1.7333333333333334
rage,disappointment,3.8333333333333335
rage,unbelief,2.4
rage,outrage,6.285714285714286
rage,remorse,1.7692307692307692
rage,envy,3.9
rage,pessimism,1.818181818181818
rage,contempt,3.1
rage,cynicism,2.875
rage,morbidness,2.636363636363636
rage,aggressiveness,1.5384615384615383
rage,pride,0.3076923076923077
rage,dominance,2.0
annoyance,joy,0.0
annoyance,trust,0.6666666666666666
annoyance,fear,4.625
annoyance,surprise,1.0909090909090908
annoyance,sadness,2.1666666666666665
annoyance,disgust,5.2
annoyance,anger,5.545454545454546
annoyance,anticipation,0.6428571428571429
annoyance,ecstasy,0.5333333333333333
annoyance,serenity,0.5333333333333333
annoyance,admiration,1.0
annoyance,acceptance,1.3333333333333333
annoyance,terror,1.75
annoyance,apprehension,3.909090909090909
annoyance,amazement,2.5
annoyance,distraction,4.8
annoyance,grief,3.272727272727273
annoyance,pensiveness,3.0
annoyance,loathing,4.818181818181818
annoyance,boredom,1.5
annoyance,rage,5.916666666666667
annoyance,vigilance,3.6666666666666665
annoyance,interest,1.4444444444444444
annoyance,optimism,1.0
annoyance,hope,0.25
annoyance,anxiety,4.1
annoyance,love,0.8666666666666667
annoyance,guilt,3.3333333333333335
annoyance,delight,1.3333333333333333
annoyance,submission,2.6923076923076925
annoyance,curiosity,1.1666666666666667
annoyance,sentimentality,1.6666666666666667
annoyance,awe,1.75
annoyance,despair,3.7142857142857144
annoyance,shame,2.5
annoyance,disappointment,4.866666666666666
annoyance,unbelief,4.0
annoyance,outrage,5.0
annoyance,remorse,4.666666666666667
annoyance,envy,4.333333333333333
annoyance,pessimism,4.0
annoyance,contempt,2.9
annoyance,cynicism,2.727272727272727
annoyance,morbidness,3.0
annoyance,aggressiveness,1.5384615384615383
annoyance,pride,0.5
annoyance,dominance,1.3076923076923077
vigilance,joy,0.6666666666666666
vigilance,trust,0.6923076923076923
vigilance,fear,6.454545454545454
vigilance,surprise,2.875
vigilance,sadness,2.4285714285714284
vigilance,disgust,4.1
vigilance,anger,2.142857142857143
vigilance,anticipation,0.7777777777777778
vigilance,ecstasy,0.8888888888888888
vigilance,serenity,0.4545454545454545
vigilance,admiration,0.6363636363636364
vigilance,acceptance,0.5714285714285714
vigilance,terror,5.333333333333333
vigilance,apprehension,5.857142857142857
vigilance,amazement,1.6666666666666667
vigilance,distraction,4.0
vigilance,grief,2.4545454545454546
vigilance,pensiveness,2.5833333333333335
vigilance,loathing,3.0
vigilance,boredom,0.4444444444444444
vigilance,rage,2.4545454545454546
vigilance,annoyance,3.6666666666666665
vigilance,interest,2.111111111111111
vigilance,optimism,0.375
vigilance,hope,0.6
vigilance,anxiety,5.714285714285714
vigilance,love,0.5454545454545454
vigilance,guilt,2.0
vigilance,delight,0.125
vigilance,submission,2.25
vigilance,curiosity,1.6923076923076923
vigilance,sentimentality,1.7
vigilance,awe,1.1
vigilance,despair,2.4
vigilance,shame,1.6923076923076923
vigilance,disappointment,2.25
vigilance,unbelief,4.75
vigilance,outrage,2.8
vigilance,remorse,1.8333333333333333
vigilance,envy,2.1
vigilance,pessimism,2.142857142857143
vigilance,contempt,1.875
vigilance,cynicism,1.8571428571428572
vigilance,morbidness,3.142857142857143
vigilance,aggressiveness,1.181818181818182
vigilance,pride,1.1666666666666667
vigilance,dominance,1.0
interest,joy,4.5
interest,trust,2.3125
interest,fear,0.75
interest,surprise,4.111111111111111
interest,sadness,0.3333333333333333
interest,disgust,1.6
interest,anger,1.2727272727272727
interest,anticipation,5.166666666666667
interest,ecstasy,3.0714285714285716
interest,serenity,1.5
interest,admiration,4.0
interest,acceptance,3.6666666666666665
interest,terror,1.0625
interest,apprehension,2.2
interest,amazement,3.6875
interest,distraction,1.6666666666666667
interest,grief,0.25
interest,pensiveness,1.625
interest,loathing,1.0
interest,boredom,0.8666666666666667
interest,rage,0.7142857142857143
interest,annoyance,1.0909090909090908
interest,vigilance,1.8
interest,optimism,3.230769230769231
interest,hope,4.454545454545454
interest,anxiety,2.1
interest,love,4.769230769230769
interest,guilt,0.8
interest,delight,3.75
interest,submission,0.9166666666666666
interest,curiosity,6.75
interest,sentimentality,2.0
interest,awe,2.1818181818181817
interest,despair,0.6
interest,shame,1.375
interest,disappointment,1.3
interest,unbelief,0.75
interest,outrage,1.9090909090909092
interest,remorse,1.5294117647058822
interest,envy,2.4
interest,pessimism,1.1111111111111112
interest,contempt,0.8888888888888888
interest,cynicism,0.625
interest,morbidness,0.375
interest,aggressiveness,4.0
interest,pride,2.4615384615384617
interest,dominance,2.6666666666666665
optimism,joy,4.0
optimism,trust,2.875
optimism,fear,1.0
optimism,surprise,1.125
optimism,sadness,0.2
optimism,disgust,0.1111111111111111
optimism,anger,0.3333333333333333
optimism,anticipation,4.416666666666667
optimism,ecstasy,2.8333333333333335
optimism,serenity,4.375
optimism,admiration,1.5833333333333333
optimism,acceptance,3.6
optimism,terror,0.25
optimism,apprehension,0.1538461538461538
optimism,amazement,1.1666666666666667
optimism,distraction,0.8571428571428571
optimism,grief,0.3
optimism,pensiveness,0.75
optimism,loathing,0.7333333333333333
optimism,boredom,2.25
optimism,rage,0.8181818181818182
optimism,annoyance,0.3
optimism,vigilance,1.2
optimism,interest,2.4
optimism,hope,5.2
optimism,anxiety,0.8333333333333334
optimism,love,2.4166666666666665
optimism,guilt,0.3333333333333333
optimism,delight,3.4615384615384617
optimism,submission,0.6363636363636364
optimism,curiosity,2.625
optimism,sentimentality,1.0
optimism,awe,0.6363636363636364
optimism,despair,0.3333333333333333
optimism,shame,0.8461538461538461
optimism,disappointment,0.3333333333333333
optimism,unbelief,0.3333333333333333
optimism,outrage,0.1818181818181818
optimism,remorse,0.5
optimism,envy,0.2857142857142857
optimism,pessimism,0.3
optimism,contempt,0.2727272727272727
optimism,cynicism,1.4615384615384617
optimism,morbidness,0.5555555555555556
optimism,aggressiveness,3.1
optimism,pride,1.875
optimism,dominance,3.5
hope,joy,4.714285714285714
hope,trust,4.454545454545454
hope,fear,1.3333333333333333
hope,surprise,1.4285714285714286
hope,sadness,0.0833333333333333
hope,disgust,0.2857142857142857
hope,anger,0.4545454545454545
hope,anticipation,6.125
hope,ecstasy,3.2222222222222223
hope,serenity,3.1818181818181817
hope,admiration,4.0
hope,acceptance,3.375
hope,terror,0.0
hope,apprehension,0.8181818181818182
hope,amazement,2.3
hope,distraction,1.2727272727272727
hope,grief,0.5384615384615384
hope,pensiveness,1.5454545454545454
hope,loathing,0.3333333333333333
hope,boredom,0.5
hope,rage,0.1666666666666666
hope,annoyance,1.6666666666666667
hope,vigilance,1.0
hope,interest,3.4615384615384617
hope,optimism,5.266666666666667
hope,anxiety,2.0
hope,love,3.6153846153846154
hope,guilt,0.6
hope,delight,5.444444444444445
hope,submission,0.7777777777777778
hope,curiosity,4.777777777777778
hope,sentimentality,1.4166666666666667
hope,awe,2.0
hope,despair,0.8888888888888888
hope,shame,0.2857142857142857
hope,disappointment,0.3846153846153846
hope,unbelief,0.8
hope,outrage,0.7857142857142857
hope,remorse,0.125
hope,envy,1.3571428571428572
hope,pessimism,0.0
hope,contempt,0.1
hope,cynicism,0.4444444444444444
hope,morbidness,0.6666666666666666
hope,aggressiveness,4.3
hope,pride,4.888888888888889
hope,dominance,3.125
anxiety,joy,0.2142857142857142
anxiety,trust,0.8571428571428571
anxiety,fear,5.7
anxiety,surprise,2.2857142857142856
anxiety,sadness,4.428571428571429
anxiety,disgust,3.2
anxiety,anger,2.6666666666666665
anxiety,anticipation,1.6
anxiety,ecstasy,0.5714285714285714
anxiety,serenity,0.0909090909090909
anxiety,admiration,1.125
anxiety,acceptance,0.8333333333333334
anxiety,terror,5.416666666666667
anxiety,apprehension,6.133333333333334
anxiety,amazement,1.6
anxiety,distraction,6.0
anxiety,grief,4.833333333333333
anxiety,pensiveness,4.583333333333333
anxiety,loathing,2.111111111111111
anxiety,boredom,2.0
anxiety,rage,2.363636363636364
anxiety,annoyance,4.666666666666667
anxiety,vigilance,4.454545454545454
anxiety,interest,1.875
anxiety,optimism,0.5625
anxiety,hope,0.4
anxiety,love,1.2222222222222223
anxiety,guilt,3.7777777777777777
anxiety,delight,0.2222222222222222
anxiety,submission,2.4545454545454546
anxiety,curiosity,1.3636363636363635
anxiety,sentimentality,3.3529411764705883
anxiety,awe,2.3
anxiety,despair,5.0
anxiety,shame,3.888888888888889
anxiety,disappointment,4.785714285714286
anxiety,unbelief,4.8
anxiety,outrage,2.4285714285714284
anxiety,remorse,3.6666666666666665
anxiety,envy,4.142857142857143
anxiety,pessimism,5.166666666666667
anxiety,contempt,3.0714285714285716
anxiety,cynicism,1.25
anxiety,morbidness,5.4
anxiety,aggressiveness,0.8181818181818182
anxiety,pride,0.3571428571428571
anxiety,dominance,0.5
love,joy,5.375
love,trust,5.2727272727272725
love,fear,1.7
love,surprise,2.272727272727273
love,sadness,2.3333333333333335
love,disgust,1.4444444444444444
love,anger,1.1333333333333333
love,anticipation,4.166666666666667
love,ecstasy,4.0
love,serenity,3.8
love,admiration,3.363636363636364
love,acceptance,5.0
love,terror,0.6666666666666666
love,apprehension,2.6
love,amazement,2.0
love,distraction,0.8888888888888888
love,grief,2.230769230769231
love,pensiveness,2.8
love,loathing,1.1
love,boredom,1.125
love,rage,1.25
love,annoyance,2.0714285714285716
love,vigilance,1.0769230769230769
love,interest,4.375
love,optimism,3.2857142857142856
love,hope,4.222222222222222
love,anxiety,3.090909090909091
love,guilt,1.6923076923076923
love,delight,4.571428571428571
love,submission,2.125
love,curiosity,3.888888888888889
love,sentimentality,2.875
love,awe,4.375
love,despair,0.625
love,shame,3.2857142857142856
love,disappointment,1.8
love,unbelief,1.0
love,outrage,1.3333333333333333
love,remorse,1.9090909090909092
love,envy,2.6666666666666665
love,pessimism,1.5
love,contempt,1.3333333333333333
love,cynicism,0.5714285714285714
love,morbidness,1.181818181818182
love,aggressiveness,2.625
love,pride,4.4
love,dominance,2.769230769230769
guilt,joy,0.2666666666666666
guilt,trust,0.2857142857142857
guilt,fear,4.444444444444445
guilt,surprise,1.0
guilt,sadness,3.363636363636364
guilt,disgust,4.5
guilt,anger,2.3333333333333335
guilt,anticipation,0.5
guilt,ecstasy,0.2727272727272727
guilt,serenity,0.2
guilt,admiration,0.8571428571428571
guilt,acceptance,0.8461538461538461
guilt,terror,3.0833333333333335
guilt,apprehension,3.888888888888889
guilt,amazement,0.9
guilt,distraction,4.076923076923077
guilt,grief,3.7333333333333334
guilt,pensiveness,2.7142857142857144
guilt,loathing,2.5555555555555554
guilt,boredom,1.0
guilt,rage,2.4444444444444446
guilt,annoyance,2.357142857142857
guilt,vigilance,2.4444444444444446
guilt,interest,1.0909090909090908
guilt,optimism,0.4444444444444444
guilt,hope,0.6666666666666666
guilt,anxiety,3.8
guilt,love,1.4285714285714286
guilt,delight,0.5
guilt,submission,1.9090909090909092
guilt,curiosity,1.2307692307692308
guilt,sentimentality,3.8
guilt,awe,1.2307692307692308
guilt,despair,3.375
guilt,shame,4.083333333333333
guilt,disappointment,2.6
guilt,unbelief,2.2941176470588234
guilt,outrage,2.1
guilt,remorse,5.363636363636363
guilt,envy,3.8
guilt,pessimism,4.222222222222222
guilt,contempt,2.25
guilt,cynicism,2.1
guilt,morbidness,4.2727272727272725
guilt,aggressiveness,1.125
guilt,pride,0.1
guilt,dominance,0.6666666666666666
delight,joy,6.777777777777778
delight,trust,3.3076923076923075
delight,fear,0.7
delight,surprise,3.4545454545454546
delight,sadness,0.0833333333333333
delight,disgust,0.0
delight,anger,0.875
delight,anticipation,3.8333333333333335
delight,ecstasy,3.875
delight,serenity,1.6
delight,admiration,3.75
delight,acceptance,2.7142857142857144
delight,terror,0.1538461538461538
delight,apprehension,0.9333333333333332
delight,amazement,3.7
delight,distraction,0.8
delight,grief,0.125
delight,pensiveness,1.5
delight,loathing,0.8181818181818182
delight,boredom,0.9090909090909092
delight,rage,0.125
delight,annoyance,0.4444444444444444
delight,vigilance,0.5833333333333334
delight,interest,3.6666666666666665
delight,optimism,4.25
delight,hope,4.8
delight,anxiety,0.5384615384615384
delight,love,4.363636363636363
delight,guilt,0.1428571428571428
delight,submission,0.9090909090909092
delight,curiosity,3.25
delight,sentimentality,2.111111111111111
delight,awe,3.3333333333333335
delight,despair,0.375
delight,shame,0.3333333333333333
delight,disappointment,0.5714285714285714
delight,unbelief,1.0909090909090908
delight,outrage,0.3
delight,remorse,0.7
delight,envy,0.625
delight,pessimism,0.0
delight,contempt,0.3636363636363636
delight,cynicism,0.0909090909090909
delight,morbidness,0.5714285714285714
delight,aggressiveness,4.3
delight,pride,3.25
delight,dominance,4.125
submission,joy,1.4285714285714286
submission,trust,3.4
submission,fear,4.714285714285714
submission,surprise,1.2
submission,sadness,2.3
submission,disgust,3.0
submission,anger,1.0
submission,anticipation,1.6666666666666667
submission,ecstasy,2.2857142857142856
submission,serenity,1.3333333333333333
submission,admiration,1.0
submission,acceptance,2.8333333333333335
submission,terror,4.222222222222222
submission,apprehension,2.111111111111111
submission,amazement,1.2222222222222223
submission,distraction,1.3076923076923077
submission,grief,3.909090909090909
submission,pensiveness,1.6666666666666667
submission,loathing,1.4444444444444444
submission,boredom,1.6923076923076923
submission,rage,0.875
submission,annoyance,3.0
submission,vigilance,2.0
submission,interest,1.1
submission,optimism,1.2222222222222223
submission,hope,1.2727272727272727
submission,anxiety,2.4545454545454546
submission,love,2.8333333333333335
submission,guilt,3.0
submission,delight,1.0833333333333333
submission,curiosity,0.9285714285714286
submission,sentimentality,1.5
submission,awe,3.375
submission,despair,1.75
submission,shame,2.875
submission,disappointment,1.7777777777777777
submission,unbelief,1.4
submission,outrage,0.3333333333333333
submission,remorse,1.3846153846153846
submission,envy,1.5
submission,pessimism,2.9166666666666665
submission,contempt,1.6666666666666667
submission,cynicism,1.1
submission,morbidness,3.75
submission,aggressiveness,0.5454545454545454
submission,pride,0.8
submission,dominance,2.5714285714285716
curiosity,joy,4.666666666666667
curiosity,trust,2.142857142857143
curiosity,fear,1.125
curiosity,surprise,4.384615384615385
curiosity,sadness,0.7692307692307693
curiosity,disgust,0.5833333333333334
curiosity,anger,0.3333333333333333
curiosity,anticipation,5.555555555555555
curiosity,ecstasy,2.9285714285714284
curiosity,serenity,1.0
curiosity,admiration,3.0
curiosity,acceptance,1.8888888888888888
curiosity,terror,1.6153846153846154
curiosity,apprehension,1.8888888888888888
curiosity,amazement,3.0
curiosity,distraction,0.2857142857142857
curiosity,grief,1.0
curiosity,pensiveness,1.375
curiosity,loathing,0.6666666666666666
curiosity,boredom,0.5833333333333334
curiosity,rage,1.6
curiosity,annoyance,1.2
curiosity,vigilance,1.3333333333333333
curiosity,interest,6.818181818181818
curiosity,optimism,4.25
curiosity,hope,4.714285714285714
curiosity,anxiety,1.8888888888888888
curiosity,love,3.142857142857143
curiosity,guilt,1.0
curiosity,delight,3.769230769230769
curiosity,submission,0.625
curiosity,sentimentality,1.1428571428571428
curiosity,awe,1.9230769230769231
curiosity,despair,0.25
curiosity,shame,1.0714285714285714
curiosity,disappointment,0.8235294117647058
curiosity,unbelief,2.2
curiosity,outrage,0.7142857142857143
curiosity,remorse,0.1428571428571428
curiosity,envy,2.8333333333333335
curiosity,pessimism,1.1
curiosity,contempt,0.75
curiosity,cynicism,0.6
curiosity,morbidness,0.5454545454545454
curiosity,aggressiveness,5.333333333333333
curiosity,pride,2.0
curiosity,dominance,2.2
sentimentality,joy,1.181818181818182
sentimentality,trust,0.2857142857142857
sentimentality,fear,2.7
sentimentality,surprise,1.6666666666666667
sentimentality,sadness,5.363636363636363
sentimentality,disgust,1.4285714285714286
sentimentality,anger,2.0
sentimentality,anticipation,1.0909090909090908
sentimentality,ecstasy,2.142857142857143
sentimentality,serenity,2.0
sentimentality,admiration,3.111111111111111
sentimentality,acceptance,1.9
sentimentality,terror,1.8461538461538465
sentimentality,apprehension,3.0
sentimentality,amazement,2.5
sentimentality,distraction,2.6923076923076925
sentimentality,grief,4.846153846153846
sentimentality,pensiveness,4.454545454545454
sentimentality,loathing,1.5714285714285714
sentimentality,boredom,1.25
sentimentality,rage,1.625
sentimentality,annoyance,1.75
sentimentality,vigilance,2.7
sentimentality,interest,1.0833333333333333
sentimentality,optimism,1.181818181818182
sentimentality,hope,1.3333333333333333
sentimentality,anxiety,3.5
sentimentality,love,1.7777777777777777
sentimentality,guilt,4.333333333333333
sentimentality,delight,1.4666666666666666
sentimentality,submission,0.9285714285714286
sentimentality,curiosity,1.0
sentimentality,awe,4.0
sentimentality,despair,4.0
sentimentality,shame,1.818181818181818
sentimentality,disappointment,3.4
sentimentality,unbelief,1.8571428571428572
sentimentality,outrage,2.375
sentimentality,remorse,3.636363636363636
sentimentality,envy,3.0
sentimentality,pessimism,3.888888888888889
sentimentality,contempt,1.3333333333333333
sentimentality,cynicism,1.6666666666666667
sentimentality,morbidness,3.142857142857143
sentimentality,aggressiveness,1.1428571428571428
sentimentality,pride,0.875
sentimentality,dominance,1.0
awe,joy,2.0
awe,trust,3.142857142857143
awe,fear,4.363636363636363
awe,surprise,2.7333333333333334
awe,sadness,1.6875
awe,disgust,1.2222222222222223
awe,anger,1.1
awe,anticipation,2.4545454545454546
awe,ecstasy,4.222222222222222
awe,serenity,1.6
awe,admiration,4.4
awe,acceptance,2.7857142857142856
awe,terror,4.3
awe,apprehension,1.4615384615384617
awe,amazement,4.25
awe,distraction,3.0
awe,grief,1.9230769230769231
awe,pensiveness,1.25
awe,loathing,1.6
awe,boredom,0.5384615384615384
awe,rage,0.5
awe,annoyance,1.75
awe,vigilance,1.7857142857142858
awe,interest,1.5
awe,optimism,0.4444444444444444
awe,hope,2.0
awe,anxiety,3.6666666666666665
awe,love,4.166666666666667
awe,guilt,1.5555555555555556
awe,delight,1.75
awe,submission,2.5
awe,curiosity,2.6153846153846154
awe,sentimentality,2.9166666666666665
awe,despair,1.1428571428571428
awe,shame,1.5555555555555556
awe,disappointment,0.7272727272727273
awe,unbelief,1.5
awe,outrage,0.8571428571428571
awe,remorse,1.3571428571428572
awe,envy,1.5833333333333333
awe,pessimism,1.8
awe,contempt,0.2727272727272727
awe,cynicism,0.7692307692307693
awe,morbidness,2.125
awe,aggressiveness,1.1
awe,pride,3.5833333333333335
awe,dominance,1.6
despair,joy,0.0
despair,trust,0.6666666666666666
despair,fear,5.3
despair,surprise,2.75
despair,sadness,5.9
despair,disgust,4.466666666666667
despair,anger,3.0833333333333335
despair,anticipation,0.75
despair,ecstasy,0.4
despair,serenity,0.1428571428571428
despair,admiration,1.0
despair,acceptance,0.3
despair,terror,5.583333333333333
despair,apprehension,4.333333333333333
despair,amazement,2.090909090909091
despair,distraction,4.166666666666667
despair,grief,5.8
despair,pensiveness,4.0
despair,loathing,2.857142857142857
despair,boredom,2.636363636363636
despair,rage,3.7142857142857144
despair,annoyance,3.2222222222222223
despair,vigilance,4.125
despair,interest,1.0
despair,optimism,0.0
despair,hope,0.5833333333333334
despair,anxiety,4.375
despair,love,1.8333333333333333
despair,guilt,3.363636363636364
despair,delight,0.5
despair,submission,3.25
despair,curiosity,0.3333333333333333
despair,sentimentality,2.8
despair,awe,1.0909090909090908
despair,shame,2.111111111111111
despair,disappointment,5.583333333333333
despair,unbelief,3.7142857142857144
despair,outrage,2.2
despair,remorse,3.5
despair,envy,1.0
despair,pessimism,4.8
despair,contempt,3.4444444444444446
despair,cynicism,2.875
despair,morbidness,5.142857142857143
despair,aggressiveness,0.2222222222222222
despair,pride,0.1428571428571428
despair,dominance,0.4545454545454545
shame,joy,0.2222222222222222
shame,trust,0.6
shame,fear,3.625
shame,surprise,1.8
shame,sadness,2.5
shame,disgust,3.0
shame,anger,2.3333333333333335
shame,anticipation,1.0
shame,ecstasy,0.7142857142857143
shame,serenity,0.6666666666666666
shame,admiration,1.0769230769230769
shame,acceptance,2.0
shame,terror,2.636363636363636
shame,apprehension,1.9230769230769231
shame,amazement,2.5555555555555554
shame,distraction,3.7777777777777777
shame,grief,3.1
shame,pensiveness,3.1
shame,loathing,1.7272727272727273
shame,boredom,0.7
shame,rage,2.125
shame,annoyance,3.6
shame,vigilance,1.0
shame,interest,1.0909090909090908
shame,optimism,0.0
shame,hope,0.6153846153846154
shame,anxiety,4.0
shame,love,1.3571428571428572
shame,guilt,3.533333333333333
shame,delight,0.3333333333333333
shame,submission,2.5384615384615383
shame,curiosity,1.2
shame,sentimentality,3.230769230769231
shame,awe,0.8888888888888888
shame,despair,3.6666666666666665
shame,disappointment,3.7142857142857144
shame,unbelief,1.8333333333333333
shame,outrage,2.75
shame,remorse,4.0
shame,envy,2.8
shame,pessimism,3.3
shame,contempt,3.4444444444444446
shame,cynicism,4.333333333333333
shame,morbidness,2.8
shame,aggressiveness,0.5384615384615384
shame,pride,0.8571428571428571
shame,dominance,0.4444444444444444
disappointment,joy,0.3636363636363636
disappointment,trust,0.6666666666666666
disappointment,fear,2.857142857142857
disappointment,surprise,2.111111111111111
disappointment,sadness,5.857142857142857
disappointment,disgust,4.7272727272727275
disappointment,anger,4.461538461538462
disappointment,anticipation,1.6
disappointment,ecstasy,0.4444444444444444
disappointment,serenity,0.4444444444444444
disappointment,admiration,1.4444444444444444
disappointment,acceptance,0.8333333333333334
disappointment,terror,3.0
disappointment,apprehension,3.9166666666666665
disappointment,amazement,2.1666666666666665
disappointment,distraction,2.375
disappointment,grief,5.454545454545454
disappointment,pensiveness,4.666666666666667
disappointment,loathing,3.4
disappointment,boredom,2.7
disappointment,rage,4.230769230769231
disappointment,annoyance,3.8666666666666663
disappointment,vigilance,2.5
disappointment,interest,1.3333333333333333
disappointment,optimism,0.0833333333333333
disappointment,hope,1.0
disappointment,anxiety,3.2857142857142856
disappointment,love,1.5714285714285714
disappointment,guilt,4.0
disappointment,delight,0.25
disappointment,submission,2.0
disappointment,curiosity,1.0
disappointment,sentimentality,3.8666666666666663
disappointment,awe,2.1333333333333333
disappointment,despair,5.888888888888889
disappointment,shame,1.3333333333333333
disappointment,unbelief,4.142857142857143
disappointment,outrage,3.6
disappointment,remorse,3.625
disappointment,envy,2.727272727272727
disappointment,pessimism,5.666666666666667
disappointment,contempt,5.285714285714286
disappointment,cynicism,3.0
disappointment,morbidness,5.25
disappointment,aggressiveness,0.5
disappointment,pride,0.3636363636363636
disappointment,dominance,0.9333333333333332
unbelief,joy,0.5
unbelief,trust,0.4444444444444444
unbelief,fear,5.777777777777778
unbelief,surprise,1.7777777777777777
unbelief,sadness,1.7272727272727273
unbelief,disgust,4.5
unbelief,anger,2.888888888888889
unbelief,anticipation,1.0
unbelief,ecstasy,0.6666666666666666
unbelief,serenity,1.1428571428571428
unbelief,admiration,0.7777777777777778
unbelief,acceptance,1.1666666666666667
unbelief,terror,4.6
unbelief,apprehension,4.444444444444445
unbelief,amazement,1.5555555555555556
unbelief,distraction,5.285714285714286
unbelief,grief,1.0
unbelief,pensiveness,2.0
unbelief,loathing,3.1818181818181817
unbelief,boredom,0.7857142857142857
unbelief,rage,2.8
unbelief,annoyance,2.7777777777777777
unbelief,vigilance,5.333333333333333
unbelief,interest,1.5454545454545454
unbelief,optimism,0.4285714285714285
unbelief,hope,0.4285714285714285
unbelief,anxiety,5.857142857142857
unbelief,love,1.0
unbelief,guilt,1.6363636363636365
unbelief,delight,0.6666666666666666
unbelief,submission,1.3333333333333333
unbelief,curiosity,3.125
unbelief,sentimentality,1.625
unbelief,awe,1.1111111111111112
unbelief,despair,3.1538461538461537
unbelief,shame,1.4545454545454546
unbelief,disappointment,3.8
unbelief,outrage,3.0
unbelief,remorse,1.6363636363636365
unbelief,envy,1.9230769230769231
unbelief,pessimism,3.1818181818181817
unbelief,contempt,3.5454545454545454
unbelief,cynicism,3.5
unbelief,morbidness,3.8333333333333335
unbelief,aggressiveness,0.9285714285714286
unbelief,pride,0.2222222222222222
unbelief,dominance,1.375
outrage,joy,0.5
outrage,trust,0.4444444444444444
outrage,fear,2.909090909090909
outrage,surprise,2.0
outrage,sadness,3.2222222222222223
outrage,disgust,4.111111111111111
outrage,anger,6.7
outrage,anticipation,0.75
outrage,ecstasy,0.7777777777777778
outrage,serenity,0.2
outrage,admiration,1.0909090909090908
outrage,acceptance,0.8888888888888888
outrage,terror,3.0
outrage,apprehension,2.25
outrage,amazement,1.875
outrage,distraction,3.5454545454545454
outrage,grief,3.5
outrage,pensiveness,2.0
outrage,loathing,5.111111111111111
outrage,boredom,0.5
outrage,rage,6.571428571428571
outrage,annoyance,6.0
outrage,vigilance,2.9
outrage,interest,0.6
outrage,optimism,0.5
outrage,hope,0.0
outrage,anxiety,3.9
outrage,love,0.3333333333333333
outrage,guilt,2.2
outrage,delight,1.3333333333333333
outrage,submission,1.1111111111111112
outrage,curiosity,1.0
outrage,sentimentality,2.625
outrage,awe,1.181818181818182
outrage,despair,3.4444444444444446
outrage,shame,1.8333333333333333
outrage,disappointment,2.3076923076923075
outrage,unbelief,2.5833333333333335
outrage,remorse,2.1
outrage,envy,3.2857142857142856
outrage,pessimism,2.9
outrage,contempt,3.7142857142857144
outrage,cynicism,2.5454545454545454
outrage,morbidness,2.375
outrage,aggressiveness,1.4
outrage,pride,0.3846153846153846
outrage,dominance,1.3333333333333333
remorse,joy,0.4545454545454545
remorse,trust,0.5
remorse,fear,3.923076923076923
remorse,surprise,1.3333333333333333
remorse,sadness,4.545454545454546
remorse,disgust,3.909090909090909
remorse,anger,3.4
remorse,anticipation,0.7142857142857143
remorse,ecstasy,0.8571428571428571
remorse,serenity,1.0909090909090908
remorse,admiration,1.125
remorse,acceptance,1.1111111111111112
remorse,terror,2.5384615384615383
remorse,apprehension,4.375
remorse,amazement,0.8571428571428571
remorse,distraction,4.3076923076923075
remorse,grief,4.666666666666667
remorse,pensiveness,3.875
remorse,loathing,3.0
remorse,boredom,1.1428571428571428
remorse,rage,1.7777777777777777
remorse,annoyance,2.625
remorse,vigilance,2.5555555555555554
remorse,interest,0.625
remorse,optimism,0.3571428571428571
remorse,hope,0.1
remorse,anxiety,4.333333333333333
remorse,love,2.2857142857142856
remorse,guilt,5.444444444444445
remorse,delight,1.2222222222222223
remorse,submission,2.4166666666666665
remorse,curiosity,0.7
remorse,sentimentality,3.75
remorse,awe,0.8
remorse,despair,4.857142857142857
remorse,shame,4.1
remorse,disappointment,5.125
remorse,unbelief,1.5555555555555556
remorse,outrage,2.636363636363636
remorse,envy,1.8
remorse,pessimism,5.0
remorse,contempt,1.7777777777777777
remorse,cynicism,2.4444444444444446
remorse,morbidness,3.4
remorse,aggressiveness,1.2
remorse,pride,1.7272727272727273
remorse,dominance,2.0
envy,joy,0.75
envy,trust,0.4285714285714285
envy,fear,3.9
envy,surprise,2.0
envy,sadness,3.3
envy,disgust,4.285714285714286
envy,anger,4.5
envy,anticipation,1.2222222222222223
envy,ecstasy,1.0
envy,serenity,0.8
envy,admiration,2.1666666666666665
